;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45
10;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
11;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
12;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
13;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
14;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
15;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
16;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
17;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
18;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
19;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
20;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
21;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
22;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
23;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
24;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
25;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
26;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
27;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
28;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
29;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
30;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
31;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
32;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0;Dirt/0_0
